"ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Diarrhoea/Dysentery - Person - Urban","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Diarrhoea/Dysentery - Male - Urban","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Diarrhoea/Dysentery - Female - Urban","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Acute Respiratory Infection (ARI) - Person - Urban","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Acute Respiratory Infection (ARI) - Male - Urban","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Acute Respiratory Infection (ARI) - Female - Urban","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Fever (All Types) - Person - Urban","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Fever (All Types) - Male - Urban","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Fever (All Types) - Female - Urban","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Any type of Acute Illness - Person - Urban","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Any type of Acute Illness - Male - Urban","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Any type of Acute Illness - Female - Urban","CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness (Per 100,000 Population) - Person - Urban","CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness (Per 100,000 Population) - Male - Urban","CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness (Per 100,000 Population) - Female - Urban",CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness and sought Medical Care (%) - Person - Urban,CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness and sought Medical Care (%) - Male - Urban,CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness and sought Medical Care (%) - Female - Urban,"CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Diabetes - Person - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Diabetes - Male - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Diabetes - Female - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Hypertension - Person - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Hypertension - Male - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Hypertension - Female - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Tuberculosis (TB) - Person - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Tuberculosis (TB) - Male - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Tuberculosis (TB) - Female - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Asthma / Chronic Respiratory Disease - Person - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Asthma / Chronic Respiratory Disease - Male - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Asthma / Chronic Respiratory Disease - Female - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Arthritis - Person - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Arthritis - Male - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Arthritis - Female - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Any kind of Chronic Illness - Person - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Any kind of Chronic Illness - Male - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Any kind of Chronic Illness - Female - Urban",CHILDHOOD DISEASES - Children suffering from Diarrhoea (%) - Urban,CHILDHOOD DISEASES - Children suffering from Diarrhoea who received HAF/ORS/ORT (%) - Urban,CHILDHOOD DISEASES - Children suffering from Acute Respiratory Infection (%) - Urban,CHILDHOOD DISEASES - Children suffering from Acute Respiratory Infection who sought treatment (%) - Urban,CHILDHOOD DISEASES - Children suffering from Fever (%) - Urban,CHILDHOOD DISEASES - Children suffering from Fever who sought treatment (%) - Urban,MORTALITY - Infant Mortality Rate (IMR) - Urban - Person,MORTALITY - Infant Mortality Rate (IMR) - Urban - Male,MORTALITY - Infant Mortality Rate (IMR) - Urban - Female,MORTALITY - Neo-natal Mortality Rate - Urban,MORTALITY - Post Neo-natal Mortality Rate - Urban,MORTALITY - Under Five Mortality Rate (U5MR) - Urban - Person,MORTALITY - Under Five Mortality Rate (U5MR) - Urban - Male,MORTALITY - Under Five Mortality Rate (U5MR) - Urban - Female,CONFIDENCE INTERVAL (95%) FOR SOME IMPORTANT INDICATORS - Infant Mortality Rate - Urban - Lower Limit,CONFIDENCE INTERVAL (95%) FOR SOME IMPORTANT INDICATORS - Infant Mortality Rate - Urban - Upper Limit,CONFIDENCE INTERVAL (95%) FOR SOME IMPORTANT INDICATORS - Under Five Mortality Rate (U5MR) - Urban - Lower Limit,CONFIDENCE INTERVAL (95%) FOR SOME IMPORTANT INDICATORS - Under Five Mortality Rate (U5MR) - Urban - Upper Limit
333.26,495.61,164.2,11192.83,10633.03,11775.74,1804.18,1351.66,2275.39,13675.02,12840.73,14543.75,9147.32,7772.02,10579.4,94.35,94.49,94.24,643.53,675.83,609.9,448.17,360.44,539.53,287.29,247.8,328.41,1229.6,1599.46,844.48,2321.31,1644.51,3026.04,8997.93,7749.49,10297.91,13.64,86.67,52.27,88.7,20.45,93.33,60.76,69.69,42.17,45.14,15.63,75.0,78.0,73.0,27.59,93.93,54.0,97.0
1261.43,1383.65,1138.52,6149.48,6100.63,6198.61,4068.12,4276.73,3858.32,11573.64,11823.9,11321.95,17344.69,15408.81,19291.59,99.45,99.59,99.34,1513.72,1698.11,1328.27,1734.47,1320.75,2150.54,409.97,440.25,379.51,315.36,377.36,253.0,1986.75,1194.97,2783.05,13465.78,13207.55,13725.49,16.0,100.0,52.0,100.0,28.0,100.0,,,,,,,,,,,,
762.94,746.73,779.51,8439.52,7794.03,9099.59,5749.57,5553.83,5949.73,15014.94,14141.26,15908.37,7078.81,6767.27,7397.39,95.33,94.71,95.91,1187.67,1462.35,906.78,1470.82,1275.67,1670.38,574.17,746.73,397.71,235.96,388.92,79.54,542.71,435.59,652.24,5725.97,5880.52,5567.93,6.1,100.0,20.66,100.0,7.04,80.0,58.67,53.44,64.43,46.67,12.0,60.0,56.0,64.0,28.69,88.64,43.0,77.0
28.0,36.0,19.0,3600.0,3166.0,4067.0,634.0,612.0,659.0,4430.0,3904.0,4997.0,3861.0,3166.0,4610.0,97.1,98.3,96.2,494.0,540.0,445.0,1427.0,1187.0,1685.0,84.0,54.0,116.0,420.0,378.0,465.0,588.0,216.0,988.0,4057.0,3310.0,4862.0,21.2,96.7,19.6,88.9,14.5,88.5,26.0,34.0,16.0,19.0,7.0,30.0,37.0,22.0,16.0,36.0,17.0,43.0
278.37,313.09,240.3,3160.31,3036.94,3295.57,966.1,1095.8,823.89,4650.4,4665.0,4634.4,12837.73,11521.6,14280.81,98.34,98.37,98.32,687.74,594.87,789.56,1015.23,845.34,1201.51,491.24,438.32,549.26,491.24,626.17,343.29,1293.6,1001.88,1613.46,11904.37,10926.74,12976.31,21.15,81.82,43.27,100.0,41.35,100.0,93.17,102.7,81.86,46.58,46.58,109.0,110.0,106.0,50.36,135.98,75.0,143.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,49.0,0.0,54.0
65.7,67.22,63.96,250.85,246.47,255.85,1367.74,1165.14,1599.08,1761.93,1523.64,2034.03,5148.42,4537.31,5846.23,94.43,92.1,96.5,352.39,392.11,307.02,459.89,403.32,524.5,328.5,392.11,255.85,477.81,526.55,422.16,489.76,380.91,614.05,4634.77,4010.76,5347.32,12.81,86.96,8.91,100.0,13.09,95.74,38.67,40.12,59.83,29.2,9.47,62.0,60.0,65.0,31.16,46.19,49.0,76.0
246.0,220.0,273.0,502.0,519.0,483.0,1290.0,1038.0,1556.0,2212.0,1876.0,2565.0,8621.0,8962.0,8262.0,98.5,98.9,98.0,1341.0,1577.0,1093.0,4433.0,4192.0,4688.0,143.0,200.0,84.0,450.0,459.0,441.0,573.0,419.0,736.0,12122.0,11856.0,12403.0,1.8,50.0,2.7,100.0,10.8,100.0,,,,,,,,,,,,
105.0,121.0,87.0,3751.0,4047.0,3433.0,1425.0,1862.0,956.0,5658.0,6394.0,4867.0,4107.0,4006.0,4216.0,95.4,93.9,96.9,671.0,769.0,565.0,1299.0,1255.0,1347.0,105.0,202.0,0.0,398.0,486.0,304.0,754.0,445.0,1086.0,4044.0,3885.0,4216.0,22.5,77.0,20.0,100.0,12.5,80.0,70.0,79.0,58.0,48.0,22.0,75.0,83.0,63.0,31.0,109.0,43.0,106.0
402.8,398.96,407.0,2181.28,1945.38,2439.36,4759.18,4706.58,4816.73,7659.51,7340.8,8008.19,10998.77,9216.12,12949.03,96.74,97.51,96.15,1808.22,1864.55,1746.59,2381.37,1999.13,2799.56,219.15,269.32,164.26,602.43,656.19,543.62,1415.69,736.5,2158.74,9908.12,8477.28,11473.5,9.47,86.26,12.81,97.95,13.8,94.77,31.31,30.84,31.85,23.08,8.22,37.0,38.0,37.0,26.85,35.76,34.0,40.0
470.0,438.0,504.0,493.0,394.0,596.0,1881.0,1971.0,1787.0,3763.0,3898.0,3621.0,13326.0,13141.0,13520.0,97.5,98.7,96.3,1725.0,2497.0,917.0,2912.0,2891.0,2933.0,426.0,569.0,275.0,717.0,1139.0,275.0,1926.0,1358.0,2521.0,13236.0,13097.0,13382.0,8.5,100.0,12.2,100.0,20.7,94.1,,,,,,,,,,,,
206.49,244.69,166.14,3236.52,3189.72,3285.95,2046.95,1765.27,2344.47,5754.81,5391.94,6138.08,6688.51,6134.75,7273.4,90.9,93.2,89.0,1167.12,1232.19,1098.39,2199.58,1983.75,2427.54,264.85,314.6,212.29,695.78,760.29,627.65,1696.82,1214.72,2206.02,6697.49,6187.19,7236.48,10.6,100.0,17.5,100.0,16.0,100.0,44.12,46.48,41.54,26.47,17.65,53.0,52.0,55.0,32.5,55.73,41.0,65.0
602.45,539.31,676.72,17315.54,16095.4,18750.88,1723.13,1498.08,1987.88,20217.66,18600.19,22120.4,10254.58,9767.5,10827.58,97.28,96.93,97.66,952.26,1090.6,789.51,1554.71,1150.53,2030.17,220.25,275.65,155.08,1561.18,1737.78,1353.45,4476.26,599.23,9037.08,15391.59,10019.18,21711.55,21.43,94.05,40.05,98.09,28.57,93.75,33.3,33.46,59.7,19.33,13.96,41.0,37.0,46.0,18.58,48.01,28.0,54.0
639.15,722.21,554.76,2796.27,2730.32,2863.28,31726.59,30579.53,32891.91,35454.95,34190.59,36739.44,7279.18,6728.91,7838.22,96.22,95.03,97.26,1233.91,1550.11,912.67,2308.03,1884.8,2738.01,88.77,123.3,53.69,150.91,176.15,125.27,630.27,422.76,841.09,5681.31,5443.02,5923.41,8.23,100.0,10.13,81.25,6.96,72.73,34.13,29.7,38.87,29.01,5.12,39.0,36.0,42.0,20.22,48.04,23.0,54.0
169.4,158.68,181.68,1776.39,1741.09,1816.81,1385.82,1335.57,1443.35,3602.18,3517.43,3699.22,5757.78,5743.88,5773.7,92.0,91.9,92.2,729.38,797.81,651.02,545.86,449.6,656.07,162.35,189.54,131.21,691.73,652.36,736.82,1454.05,1181.29,1766.34,5049.17,4425.44,5763.31,20.0,97.9,21.1,100.0,19.7,97.8,43.33,48.09,37.59,29.7,13.63,57.0,62.0,50.0,30.41,56.25,47.0,67.0
390.8,419.43,361.5,703.44,684.33,723.0,3852.17,3730.68,3976.5,5817.33,5629.14,6009.94,4108.98,3730.68,4496.16,85.6,85.8,85.43,569.45,684.33,451.88,636.44,618.1,655.22,223.31,154.53,293.72,368.47,375.28,361.5,535.95,485.65,587.44,3115.23,3002.21,3230.91,22.69,100.0,8.8,100.0,21.3,95.65,20.97,20.17,21.98,17.74,3.23,26.0,27.0,25.0,8.51,33.42,14.0,39.0
163.0,187.0,135.0,1254.0,1205.0,1309.0,1976.0,1914.0,2046.0,3931.0,3896.0,3971.0,8294.0,7055.0,9687.0,99.4,99.8,99.1,1643.0,1660.0,1625.0,1757.0,1499.0,2046.0,99.0,94.0,105.0,1431.0,1218.0,1670.0,1863.0,1138.0,2677.0,8656.0,7363.0,10108.0,14.6,90.3,12.2,96.2,16.4,100.0,32.0,27.0,36.0,24.0,8.0,54.0,45.0,63.0,21.0,42.0,39.0,69.0
372.14,371.61,372.71,367.49,425.99,305.81,4321.53,4178.37,4472.48,5763.59,5565.12,5972.86,11248.08,10840.21,11678.13,95.41,95.4,95.42,3628.41,4586.24,2618.5,3605.15,3036.35,4204.89,88.38,90.64,86.01,1460.67,1450.19,1471.71,874.54,534.76,1232.8,13467.0,12888.61,14076.83,14.29,91.11,43.49,99.27,37.78,95.8,29.0,30.0,27.0,13.0,15.0,41.0,47.0,35.0,19.0,38.0,30.0,52.0
419.33,300.43,545.21,1213.86,643.78,1817.36,4789.23,4077.25,5542.94,7592.14,6266.09,8995.91,11917.9,11072.96,12812.36,93.33,95.35,91.49,1589.05,2060.09,1090.41,3487.09,2961.37,4043.62,220.7,257.51,181.74,838.67,987.12,681.51,617.97,429.18,817.81,9512.25,9227.47,9813.72,27.69,72.22,40.0,80.77,43.08,82.14,,,,,,,,,16.0,66.0,23.0,82.0
468.0,412.0,526.0,9584.0,9240.0,9936.0,3338.0,3298.0,3378.0,16508.0,15779.0,17251.0,12752.0,9789.0,15774.0,80.0,82.9,78.2,625.0,824.0,421.0,2017.0,1314.0,2734.0,312.0,361.0,263.0,755.0,618.0,894.0,1741.0,1206.0,2287.0,8860.0,6998.0,10759.0,10.0,63.6,55.5,100.0,39.1,100.0,44.0,46.0,42.0,29.0,15.0,63.0,64.0,61.0,23.0,65.0,42.0,84.0
268.0,273.0,263.0,2539.0,2668.0,2391.0,1535.0,1553.0,1515.0,4459.0,4636.0,4257.0,3671.0,3236.0,4169.0,97.1,98.0,96.4,2294.0,2493.0,2066.0,2142.0,1728.0,2617.0,163.0,142.0,188.0,519.0,558.0,476.0,712.0,448.0,1014.0,7868.0,7358.0,8451.0,17.7,91.5,25.3,100.0,24.9,93.9,36.0,31.0,42.0,18.0,17.0,65.0,53.0,78.0,26.0,46.0,50.0,80.0
485.97,311.04,663.72,3589.9,3359.25,3824.27,73538.17,72814.93,74273.07,77661.08,76547.43,78792.67,6693.84,6065.32,7332.49,83.61,85.13,82.33,721.12,746.5,695.32,1160.06,1119.75,1201.01,203.79,186.63,221.24,109.74,124.42,94.82,736.79,497.67,979.77,4608.87,4354.59,4867.26,8.7,100.0,18.48,100.0,66.3,100.0,43.59,46.88,40.4,30.77,12.82,49.0,47.0,51.0,25.78,61.4,28.0,70.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.0,113.0,73.0,1050.0,993.0,1112.0,1199.0,1192.0,1207.0,5795.0,5855.0,5729.0,7282.0,6640.0,7995.0,82.0,78.8,85.0,1278.0,1390.0,1154.0,2502.0,2015.0,3043.0,134.0,132.0,136.0,413.0,520.0,294.0,890.0,624.0,1186.0,6999.0,6375.0,7691.0,14.9,76.3,14.5,95.0,27.1,95.1,26.0,27.0,26.0,19.0,8.0,31.0,30.0,31.0,13.0,39.0,21.0,40.0
170.71,228.51,103.58,1242.92,1187.16,1307.7,1844.92,1549.44,2188.13,3432.27,3149.04,3761.25,5034.59,4804.37,5302.0,97.2,97.1,97.31,661.89,758.0,550.27,1165.05,1031.1,1320.64,152.74,161.63,142.42,302.49,328.84,271.9,485.19,289.82,712.11,4432.6,4336.19,4544.57,6.48,100.0,7.81,100.0,11.43,100.0,28.48,31.21,47.3,21.52,6.96,43.0,43.0,43.0,22.24,34.72,33.0,53.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.23,93.25,74.6,950.55,1025.76,870.32,1516.06,1270.54,1777.94,3068.22,2785.87,3369.39,4776.8,4592.61,4973.27,92.4,92.4,92.5,739.98,780.98,696.26,896.4,629.44,1181.15,150.4,139.88,161.63,758.03,839.26,671.39,830.23,792.63,870.32,4686.56,4522.67,4861.37,25.6,100.0,24.0,100.0,23.0,100.0,47.09,49.83,43.91,24.93,22.16,58.0,64.0,52.0,28.03,66.15,44.0,72.0
676.42,654.62,700.73,1435.67,1413.98,1459.85,1118.17,968.84,1284.67,3423.52,3168.37,3708.03,6791.83,6677.14,6919.71,96.95,100.0,93.67,579.79,680.81,467.15,441.74,392.77,496.35,317.5,340.4,291.97,524.57,654.62,379.56,621.2,445.14,817.52,4969.63,4922.75,5021.9,9.23,91.67,14.62,100.0,7.69,100.0,61.32,54.05,43.17,42.45,18.87,70.0,66.0,74.0,38.22,84.42,46.0,94.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147.3,1046.58,1248.88,347.89,324.29,371.69,6846.78,5763.56,7939.34,9696.52,8549.53,10853.4,4500.37,4569.58,4430.57,94.08,94.52,93.62,1036.27,1562.5,505.5,1221.32,1164.5,1278.62,51.81,88.44,14.87,170.24,206.37,133.81,229.46,162.15,297.35,4322.72,4392.69,4252.16,16.52,78.95,24.78,85.96,30.43,92.86,48.0,40.0,56.0,37.0,11.0,65.0,52.0,77.0,31.0,64.0,47.0,82.0
1205.0,1314.0,1077.0,13076.0,12549.0,13692.0,6201.0,5979.0,6462.0,26825.0,26347.0,27385.0,11871.0,10775.0,13154.0,72.8,75.6,70.2,709.0,1051.0,308.0,1559.0,1314.0,1846.0,354.0,394.0,308.0,815.0,854.0,769.0,850.0,460.0,1308.0,17222.0,14126.0,20846.0,6.0,100.0,37.3,100.0,44.6,100.0,63.0,45.0,81.0,29.0,34.0,76.0,61.0,90.0,28.0,98.0,36.0,115.0
177.42,207.17,143.16,1885.12,1843.8,1932.71,1064.54,1118.71,1002.15,3237.97,3293.97,3173.47,4901.31,5199.92,4557.38,93.4,90.0,97.9,332.67,497.2,143.16,199.6,165.73,238.61,255.05,227.88,286.33,210.69,248.6,167.02,177.42,165.73,190.89,4357.95,4806.3,3841.57,14.1,90.9,23.7,100.0,14.1,100.0,50.11,55.56,44.44,26.14,23.97,59.0,67.0,51.0,41.03,59.19,37.0,81.0
665.72,569.53,762.27,23.78,47.46,0.0,3376.13,3369.72,3382.56,8250.12,7214.05,9290.14,11126.96,10536.31,11719.87,94.87,95.95,93.9,2662.86,3274.8,2048.59,1830.72,1471.29,2191.52,118.88,189.84,47.64,309.08,189.84,428.78,1307.66,1091.6,1524.54,10461.25,10014.24,10909.96,6.25,100.0,20.31,84.62,20.31,92.31,,,,,,,,,6.0,38.0,3.0,49.0
312.0,290.0,337.0,4179.0,4103.0,4263.0,2901.0,2732.0,3086.0,7657.0,7348.0,7996.0,16207.0,13663.0,19002.0,87.0,87.6,86.5,1932.0,2174.0,1667.0,1907.0,1877.0,1940.0,265.0,244.0,287.0,782.0,687.0,885.0,3324.0,2181.0,4581.0,13619.0,11699.0,15728.0,13.5,80.7,32.0,93.4,26.0,93.7,19.0,16.0,21.0,14.0,5.0,25.0,21.0,30.0,14.0,23.0,20.0,31.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280.37,227.1,332.35,9738.32,8705.53,10745.94,6504.67,5563.97,7422.45,17177.57,15102.2,19202.36,18299.07,19757.76,16875.92,79.26,80.65,77.68,878.5,1286.9,480.06,2037.38,2043.91,2031.02,280.37,454.2,110.78,205.61,264.95,147.71,2149.53,1476.15,2806.5,15738.32,17486.75,14032.5,10.0,100.0,17.5,100.0,18.75,86.67,,,,,,,,,14.0,66.0,31.0,83.0
174.28,98.02,253.04,3012.57,2989.46,3036.44,970.99,808.63,1138.66,4518.86,4288.16,4757.09,15822.23,14163.2,17535.43,95.52,95.67,95.38,3348.69,3945.11,2732.79,3958.67,3185.49,4757.09,261.42,294.05,227.73,933.65,955.65,910.93,2614.22,1151.68,4124.49,17116.89,15192.35,19104.25,13.01,75.0,32.52,90.0,22.76,92.86,20.0,24.0,15.0,13.0,7.0,30.0,38.0,20.0,9.0,30.0,14.0,45.0
181.83,199.42,163.32,2443.4,1794.76,3126.4,7193.82,7334.13,7046.08,9955.43,9461.25,10475.79,5752.47,5498.71,6019.5,95.1,95.2,95.0,738.7,841.98,629.95,977.36,819.83,1143.24,238.66,265.89,209.98,920.54,819.83,1026.58,454.59,376.68,536.62,5943.71,5317.8,6602.78,19.5,100.0,26.5,100.0,20.6,100.0,70.46,73.98,67.15,34.61,35.85,105.0,105.0,105.0,50.22,90.69,84.0,126.0
971.23,1107.14,828.0,1264.43,1428.57,1091.46,2455.56,2178.57,2747.46,4947.77,5000.0,4892.74,11783.03,10285.71,13360.93,72.9,71.2,74.4,604.73,857.14,338.73,952.9,714.29,1204.37,146.6,214.29,75.27,128.28,178.57,75.27,1392.71,1107.14,1693.64,7696.54,7000.0,8430.56,1.0,100.0,43.0,97.7,34.0,97.1,69.71,83.33,56.99,53.62,16.09,94.0,92.0,97.0,46.85,92.56,64.0,123.0
622.0,534.0,718.0,8845.0,8595.0,9117.0,1209.0,1153.0,1270.0,10932.0,10545.0,11352.0,24370.0,22777.0,26099.0,95.1,95.7,94.4,3278.0,3916.0,2585.0,7098.0,6442.0,7810.0,278.0,280.0,276.0,512.0,466.0,561.0,3265.0,2467.0,4131.0,19169.0,18089.0,20340.0,8.8,86.3,32.1,95.3,25.2,82.6,42.0,37.0,47.0,35.0,6.0,50.0,46.0,55.0,31.0,52.0,37.0,63.0
1170.03,1254.36,1072.67,3696.79,3507.55,3915.26,7356.24,7317.07,7401.45,12247.95,12078.98,12443.01,5476.72,4506.39,6596.94,90.9,91.2,90.7,547.67,511.03,589.97,1132.69,627.18,1716.28,74.68,23.23,134.08,186.71,185.83,187.72,224.05,162.6,294.99,4891.71,4227.64,5658.35,11.2,100.0,6.0,100.0,50.0,100.0,50.81,45.28,57.27,34.55,16.26,61.0,58.0,64.0,24.49,77.14,40.0,82.0
604.4,592.54,617.52,4102.56,3834.09,4399.85,512.82,522.83,501.74,5439.56,5123.74,5789.27,15769.23,14708.96,16943.27,95.59,95.5,95.67,1483.52,1533.64,1428.02,1959.71,1603.35,2354.3,219.78,139.42,308.76,1428.57,941.09,1968.35,567.77,453.12,694.71,12637.36,12094.81,13238.13,9.76,87.5,9.76,100.0,14.63,100.0,53.97,45.45,67.31,31.75,22.22,72.0,55.0,89.0,27.25,80.69,43.0,100.0
29.0,28.0,30.0,810.0,804.0,817.0,1215.0,1220.0,1210.0,6467.0,6240.0,6715.0,7465.0,6545.0,8469.0,94.0,94.5,93.6,1389.0,1525.0,1240.0,3197.0,2440.0,4023.0,116.0,139.0,91.0,347.0,305.0,393.0,420.0,250.0,605.0,7219.0,6351.0,8167.0,5.0,100.0,21.8,100.0,30.7,90.3,39.0,36.0,42.0,31.0,7.0,41.0,40.0,42.0,16.0,61.0,22.0,60.0
1881.0,1966.0,1790.0,6906.0,6456.0,7388.0,2911.0,2949.0,2870.0,11891.0,11583.0,12219.0,25196.0,24628.0,25803.0,98.1,97.8,98.5,2389.0,3294.0,1421.0,7469.0,6934.0,8042.0,151.0,239.0,57.0,632.0,770.0,483.0,4916.0,4357.0,5513.0,20431.0,20430.0,20432.0,7.3,75.0,21.1,81.0,24.8,81.5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747.43,728.35,768.72,1235.34,1259.84,1207.99,12208.03,11574.8,12914.56,14388.04,13700.79,15154.84,7412.02,5925.2,9070.94,76.2,80.4,73.1,633.24,807.09,439.27,892.76,551.18,1273.89,10.38,0.0,21.96,145.33,177.17,109.82,539.81,354.33,746.76,5159.35,4586.61,5798.37,2.8,100.0,17.2,100.0,7.6,90.9,43.25,50.96,34.09,19.03,24.22,51.0,58.0,42.0,20.65,65.85,33.0,69.0
1357.37,1368.65,1345.9,222.52,220.75,224.32,9768.58,8741.72,10812.02,14864.26,12273.73,17496.64,14708.5,12847.68,16599.37,91.98,93.47,90.81,3360.04,4282.56,2422.61,2981.75,2295.81,3678.78,155.76,88.3,224.32,200.27,44.15,358.91,2091.68,1280.35,2916.11,12238.54,10375.28,14131.9,32.35,81.82,38.24,92.31,51.47,85.71,,,,,,,,,18.0,96.0,33.0,97.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154.02,156.35,151.52,2310.31,1891.81,2760.94,3291.18,3736.71,2811.45,6031.13,6050.66,6010.1,10424.77,8677.3,12306.4,94.2,95.5,93.2,851.17,906.82,791.25,2553.5,1469.67,3720.54,275.62,281.43,269.36,632.3,687.93,572.39,518.81,422.14,622.9,8876.46,7332.71,10538.72,30.1,96.4,29.3,98.8,27.2,96.0,53.76,58.46,48.78,40.86,12.9,73.0,72.0,74.0,35.64,71.89,56.0,89.0
713.36,857.84,550.96,4409.86,3839.87,5050.51,1448.34,1062.09,1882.46,7522.7,6903.59,8218.55,13402.51,13031.05,13820.02,97.9,100.0,95.68,670.13,694.44,642.79,713.36,735.29,688.71,475.57,490.2,459.14,886.29,1102.94,642.79,886.29,571.9,1239.67,12429.74,12091.5,12809.92,16.26,95.0,45.53,100.0,25.2,100.0,74.19,64.52,41.24,58.06,16.13,90.0,75.0,106.0,51.77,96.62,58.0,122.0
227.12,285.34,165.29,13787.58,12658.88,14986.23,921.84,622.57,1239.67,15163.66,13800.26,16611.57,17755.51,15719.84,19917.36,98.65,99.01,98.34,1269.21,1712.06,798.9,2030.73,1530.48,2561.98,293.92,311.28,275.48,561.12,596.63,523.42,2244.49,1867.7,2644.63,14468.94,13307.39,15702.48,6.11,100.0,25.19,96.97,17.56,100.0,93.36,123.46,70.71,72.61,20.75,103.0,136.0,70.0,38.58,148.14,76.0,131.0
460.39,525.2,391.63,6014.32,5124.2,6958.88,5027.77,4655.78,5422.5,11977.49,10915.54,13104.38,4428.53,4428.67,4428.38,95.5,96.8,94.2,562.7,581.97,542.25,584.62,482.61,692.88,306.93,440.03,165.69,511.55,553.58,466.94,460.39,496.81,421.75,4296.99,4499.65,4081.94,7.7,94.4,9.8,100.0,6.8,100.0,73.17,63.98,82.91,54.88,18.29,80.0,70.0,92.0,44.56,101.78,62.0,99.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196.0,158.0,237.0,600.0,583.0,619.0,1384.0,1106.0,1686.0,2465.0,2199.0,2753.0,5347.0,4228.0,6560.0,95.4,96.3,94.8,518.0,437.0,606.0,645.0,425.0,883.0,164.0,85.0,250.0,398.0,365.0,435.0,455.0,194.0,738.0,3609.0,2661.0,4637.0,11.3,93.5,6.9,100.0,14.2,94.9,39.0,35.0,42.0,28.0,10.0,57.0,62.0,53.0,24.0,53.0,43.0,72.0
