"ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Diarrhoea/Dysentery - Person - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Diarrhoea/Dysentery - Male - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Diarrhoea/Dysentery - Female - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Acute Respiratory Infection (ARI) - Person - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Acute Respiratory Infection (ARI) - Male - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Acute Respiratory Infection (ARI) - Female - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Fever (All Types) - Person - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Fever (All Types) - Male - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Fever (All Types) - Female - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Any type of Acute Illness - Person - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Any type of Acute Illness - Male - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Any type of Acute Illness - Female - Total","CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness (Per 100,000 Population) - Person - Total","CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness (Per 100,000 Population) - Male - Total","CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness (Per 100,000 Population) - Female - Total",CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness and sought Medical Care (%) - Person - Total,CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness and sought Medical Care (%) - Male - Total,CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness and sought Medical Care (%) - Female - Total,"CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Diabetes - Person - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Diabetes - Male - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Diabetes - Female - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Hypertension - Person - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Hypertension - Male - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Hypertension - Female - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Tuberculosis (TB) - Person - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Tuberculosis (TB) - Male - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Tuberculosis (TB) - Female - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Asthma / Chronic Respiratory Disease - Person - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Asthma / Chronic Respiratory Disease - Male - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Asthma / Chronic Respiratory Disease - Female - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Arthritis - Person - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Arthritis - Male - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Arthritis - Female - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Any kind of Chronic Illness - Person - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Any kind of Chronic Illness - Male - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Any kind of Chronic Illness - Female - Total",CHILDHOOD DISEASES - Children suffering from Diarrhoea (%) - Total,CHILDHOOD DISEASES - Children suffering from Diarrhoea who received HAF/ORS/ORT (%) - Total,CHILDHOOD DISEASES - Children suffering from Acute Respiratory Infection (%) - Total,CHILDHOOD DISEASES - Children suffering from Acute Respiratory Infection who sought treatment (%) - Total,CHILDHOOD DISEASES - Children suffering from Fever (%) - Total,CHILDHOOD DISEASES - Children suffering from Fever who sought treatment (%) - Total,MORTALITY - Infant Mortality Rate (IMR) - Total - Person,MORTALITY - Infant Mortality Rate (IMR) - Total - Male,MORTALITY - Infant Mortality Rate (IMR) - Total - Female,MORTALITY - Neo-natal Mortality Rate - Total,MORTALITY - Post Neo-natal Mortality Rate - Total,MORTALITY - Under Five Mortality Rate (U5MR) - Total - Person,MORTALITY - Under Five Mortality Rate (U5MR) - Total - Male,MORTALITY - Under Five Mortality Rate (U5MR) - Total - Female,CONFIDENCE INTERVAL (95%) FOR SOME IMPORTANT INDICATORS - Infant Mortality Rate - Total - Lower Limit,CONFIDENCE INTERVAL (95%) FOR SOME IMPORTANT INDICATORS - Infant Mortality Rate - Total - Upper Limit,CONFIDENCE INTERVAL (95%) FOR SOME IMPORTANT INDICATORS - Under Five Mortality Rate (U5MR) - Total - Lower Limit,CONFIDENCE INTERVAL (95%) FOR SOME IMPORTANT INDICATORS - Under Five Mortality Rate (U5MR) - Total - Upper Limit
1695.7,1631.14,1760.24,167.23,195.47,138.99,11461.72,10078.36,12844.63,14881.62,13477.73,16285.05,14091.31,13180.78,15001.55,91.67,92.37,91.05,562.08,766.05,358.18,1244.44,990.08,1498.73,184.23,214.35,154.12,721.27,803.34,639.23,2760.66,2411.28,3109.93,13446.89,12581.16,14312.34,16.37,89.56,17.24,94.74,39.98,91.52,60.0,59.0,60.0,46.0,13.0,76.0,73.0,80.0,44.0,76.0,63.0,89.0
648.89,671.08,624.4,5277.2,5000.81,5582.35,4836.98,4330.78,5395.84,11871.1,10935.73,12903.75,7058.78,6374.33,7814.42,88.11,80.89,94.61,335.14,336.46,333.68,336.52,253.09,428.63,364.89,382.73,345.2,1194.72,1383.33,986.5,945.94,620.05,1305.72,7034.38,6340.12,7800.85,15.34,81.08,35.98,97.12,29.29,96.06,63.53,60.06,66.8,45.61,17.92,80.0,72.0,87.0,53.33,73.73,72.0,87.0
446.83,473.1,424.97,7899.29,7945.73,7860.65,950.15,931.86,965.38,9485.55,9513.55,9462.24,18299.51,16391.1,19887.81,98.99,99.1,98.92,441.72,583.08,324.07,750.55,444.39,1005.35,224.91,284.66,175.17,397.91,574.3,251.11,3320.03,3072.91,3525.69,14096.04,13809.79,14334.27,10.22,92.64,11.77,99.18,14.52,94.82,87.18,86.58,88.0,69.69,17.49,116.0,109.0,122.0,79.17,95.18,107.0,124.0
374.0,389.0,360.0,3438.0,2994.0,3857.0,3453.0,3191.0,3700.0,7657.0,6948.0,8328.0,7272.0,6737.0,7777.0,78.3,78.9,77.9,330.0,379.0,283.0,333.0,289.0,375.0,235.0,299.0,174.0,396.0,464.0,332.0,1311.0,1216.0,1402.0,5393.0,5326.0,5457.0,4.1,79.5,28.8,85.9,22.4,90.5,42.0,40.0,45.0,25.0,18.0,53.0,49.0,57.0,35.0,50.0,46.0,59.0
251.4,270.75,230.64,4416.47,4166.66,4684.45,3682.95,3276.49,4118.95,8526.55,7879.45,9220.7,7907.97,7686.0,8146.07,92.3,91.1,93.4,448.05,501.94,390.24,1421.02,1102.73,1762.45,306.77,302.98,310.83,823.59,878.97,764.18,431.82,349.11,520.55,6944.73,6516.45,7404.13,16.5,97.1,20.9,99.2,18.7,92.6,54.98,57.21,52.59,36.74,18.24,70.0,72.0,67.0,44.58,65.37,61.0,78.0
640.13,677.48,598.49,2941.43,2949.59,2932.32,4147.15,3735.48,4606.07,8579.84,8162.24,9045.38,9033.24,8439.68,9694.92,92.01,91.93,92.08,222.12,217.43,227.35,537.25,486.8,593.5,377.08,400.64,350.83,696.37,874.52,497.77,818.8,688.83,963.69,7127.36,6883.05,7399.72,4.68,96.53,13.74,99.53,18.85,99.1,67.83,66.23,69.56,51.74,16.08,97.0,94.0,99.0,56.04,79.62,88.0,105.0
283.32,310.7,253.79,13296.1,12288.56,14382.97,4930.71,4572.16,5317.49,18694.69,17340.59,20155.41,11019.77,9219.95,12961.31,93.86,94.36,93.49,476.38,437.66,518.14,843.46,667.81,1032.94,350.44,363.93,335.89,1591.67,1844.89,1318.52,2324.18,1443.09,3274.65,10810.79,9110.69,12644.77,3.6,84.54,41.73,99.59,38.82,98.65,78.01,81.11,74.9,51.63,26.38,104.0,99.0,109.0,67.15,88.87,96.0,111.0
1684.0,1772.0,1592.0,10274.0,9952.0,10608.0,3730.0,3604.0,3862.0,15862.0,15489.0,16250.0,19410.0,17625.0,21266.0,95.2,94.9,95.4,628.0,800.0,449.0,4205.0,3931.0,4490.0,220.0,305.0,131.0,356.0,448.0,260.0,4817.0,4160.0,5501.0,18638.0,16881.0,20466.0,7.1,97.0,31.2,85.8,25.0,82.3,60.0,51.0,70.0,38.0,22.0,78.0,66.0,90.0,48.0,72.0,69.0,86.0
223.0,237.0,210.0,2071.0,1990.0,2154.0,3260.0,2966.0,3564.0,6525.0,6137.0,6925.0,8706.0,8127.0,9304.0,87.5,87.4,87.7,1316.0,1459.0,1169.0,1212.0,1101.0,1326.0,232.0,303.0,158.0,277.0,246.0,310.0,1529.0,1152.0,1918.0,7548.0,7149.0,7960.0,5.9,74.3,12.6,92.1,16.6,88.3,30.0,30.0,30.0,21.0,9.0,44.0,44.0,44.0,26.0,35.0,39.0,48.0
622.37,629.76,614.41,184.63,203.4,164.42,2241.02,1850.33,2661.69,3376.15,2965.03,3818.8,9223.75,8186.95,10340.07,93.5,93.95,93.12,106.34,128.92,82.04,304.32,268.99,342.35,487.1,599.46,366.13,424.2,419.57,429.18,1796.61,1680.01,1922.16,7361.66,6856.98,7905.06,7.26,73.93,22.01,98.91,17.71,98.42,67.32,67.91,66.69,45.03,22.29,119.0,111.0,127.0,59.86,74.79,111.0,127.0
2698.0,2732.0,2662.0,5166.0,5145.0,5188.0,6842.0,6759.0,6931.0,15290.0,15189.0,15398.0,14243.0,12622.0,15970.0,89.0,92.5,86.0,342.0,412.0,269.0,1154.0,996.0,1322.0,482.0,528.0,433.0,1157.0,1086.0,1233.0,1615.0,1254.0,1999.0,11807.0,10701.0,12985.0,9.8,96.8,49.8,99.8,46.3,87.1,55.0,52.0,60.0,36.0,19.0,84.0,74.0,95.0,49.0,62.0,78.0,90.0
256.0,280.0,230.0,1190.0,1182.0,1198.0,1702.0,1546.0,1873.0,3287.0,3162.0,3424.0,3126.0,2679.0,3614.0,92.1,93.0,91.3,545.0,553.0,535.0,1087.0,713.0,1496.0,102.0,130.0,71.0,579.0,631.0,522.0,218.0,140.0,303.0,3552.0,3108.0,4038.0,10.9,93.8,10.8,98.9,13.8,93.9,46.0,40.0,52.0,29.0,17.0,63.0,56.0,70.0,38.0,53.0,56.0,70.0
460.91,442.13,481.46,2212.81,2163.44,2266.85,3238.41,2933.16,3572.53,6639.4,6216.68,7102.11,9662.03,8422.16,11019.14,96.3,96.5,96.0,1086.74,1104.11,1067.72,2474.1,1951.52,3046.11,273.03,273.92,272.04,972.99,935.38,1014.15,1580.2,1133.35,2069.31,9412.03,8234.94,10700.45,15.3,95.8,19.9,99.6,19.8,98.4,47.57,50.21,44.68,29.07,18.5,60.0,64.0,57.0,39.41,55.72,53.0,68.0
263.0,264.0,262.0,4859.0,4478.0,5240.0,1085.0,992.0,1179.0,8377.0,7805.0,8948.0,8760.0,7222.0,10296.0,91.0,91.3,90.7,446.0,523.0,369.0,788.0,646.0,930.0,436.0,483.0,390.0,1315.0,1228.0,1401.0,3818.0,3061.0,4573.0,11016.0,9481.0,12548.0,5.6,46.9,22.1,98.4,19.7,98.7,47.0,46.0,48.0,26.0,21.0,61.0,58.0,64.0,42.0,52.0,55.0,66.0
453.77,519.85,385.38,4321.1,4298.93,4344.05,2884.94,2806.77,2965.85,8358.34,8230.36,8490.82,17447.85,15892.4,19057.95,81.17,83.69,78.99,519.26,670.88,362.31,566.38,529.72,604.33,383.94,466.92,298.05,555.3,564.3,545.97,2148.45,1603.12,2712.93,14349.68,13496.15,15233.18,8.87,90.55,22.79,98.86,29.94,98.35,79.85,79.2,80.61,57.42,22.43,105.0,105.0,106.0,66.84,92.86,93.0,118.0
2313.0,2479.0,2134.0,4168.0,4297.0,4030.0,3217.0,3149.0,3289.0,9883.0,10114.0,9634.0,14766.0,15142.0,14362.0,86.7,86.9,86.6,642.0,864.0,402.0,2888.0,3241.0,2510.0,77.0,83.0,71.0,174.0,214.0,131.0,1847.0,1736.0,1966.0,12968.0,13370.0,12536.0,8.1,91.8,12.8,94.7,13.5,74.4,54.0,50.0,58.0,33.0,21.0,65.0,60.0,70.0,44.0,63.0,55.0,75.0
340.9,407.99,269.64,12065.16,12014.3,12119.18,2350.27,1996.7,2725.86,15141.53,14784.84,15520.42,9332.42,8166.83,10570.57,92.58,94.07,91.36,267.5,297.57,235.55,292.33,206.08,383.96,240.1,250.69,228.85,2032.22,2363.4,1680.41,2447.26,1824.12,3109.21,9146.67,8058.27,10302.84,10.77,92.67,53.61,92.35,24.92,93.23,50.27,52.9,47.77,33.62,16.64,78.0,78.0,79.0,41.82,58.71,70.0,86.0
999.63,998.92,1000.23,3888.61,4058.24,3743.73,6148.1,6459.35,5882.24,11335.56,11815.53,10925.6,19744.3,17279.59,21849.53,98.28,98.2,98.34,502.77,587.54,430.36,800.84,604.46,968.57,331.86,369.43,299.78,530.02,710.15,376.16,2806.89,2512.36,3058.45,15142.77,13980.04,16135.92,10.53,78.26,20.78,96.63,23.52,93.54,83.63,82.65,84.68,63.61,20.03,104.0,102.0,107.0,74.36,92.9,96.0,112.0
880.35,855.31,905.8,6470.7,6183.93,6762.3,10047.25,9953.52,10142.56,17578.87,17162.54,18002.21,6461.39,6409.61,6514.05,92.01,91.22,92.8,500.44,649.16,349.22,553.85,445.91,663.6,321.08,405.09,235.65,141.81,168.5,114.68,762.43,698.78,827.15,3981.06,4107.91,3852.08,7.89,96.67,18.96,99.59,10.21,93.42,55.0,50.99,59.04,39.38,15.62,67.0,64.0,71.0,46.25,63.76,60.0,74.0
42.0,59.0,24.0,2248.0,2115.0,2387.0,6381.0,6031.0,6744.0,8799.0,8282.0,9335.0,4739.0,4137.0,5362.0,95.5,95.3,95.7,251.0,271.0,230.0,730.0,647.0,815.0,162.0,200.0,123.0,498.0,544.0,450.0,1637.0,1133.0,2160.0,4414.0,3793.0,5057.0,23.5,86.9,26.8,94.0,32.9,92.3,57.0,61.0,54.0,39.0,18.0,79.0,80.0,78.0,46.0,68.0,71.0,87.0
509.36,614.25,407.1,3444.74,3325.59,3560.9,970.98,972.48,969.53,5265.66,5281.24,5250.47,13256.78,12302.47,14187.22,98.33,98.35,98.31,472.1,584.88,362.14,582.08,503.58,658.61,387.37,453.36,323.04,609.37,609.7,609.06,1286.24,899.94,1662.88,12810.44,12070.36,13532.02,11.72,69.81,26.81,96.95,23.41,94.77,81.79,81.23,82.43,59.24,22.55,106.0,100.0,112.0,70.64,92.94,96.0,116.0
255.79,295.82,214.79,3053.95,2989.85,3119.6,6244.28,5923.08,6573.31,11199.75,10831.13,11577.36,10970.05,10681.75,11265.39,77.93,79.63,76.28,372.72,519.67,222.19,896.79,829.37,965.85,142.16,169.9,113.74,499.2,605.36,390.46,3063.24,2645.08,3491.6,8815.78,8795.28,8836.79,13.75,84.24,23.44,88.03,17.6,82.18,57.0,49.0,66.0,45.0,12.0,85.0,82.0,90.0,47.0,67.0,73.0,98.0
73.36,81.81,63.78,207.39,177.65,241.11,1570.4,1434.53,1724.48,1936.83,1807.31,2083.7,5967.36,5101.9,6948.81,93.63,93.61,93.64,260.63,225.11,300.92,360.17,300.36,428.0,266.04,330.31,193.15,480.56,538.97,414.31,517.96,435.57,611.38,4913.39,4087.42,5850.06,5.53,84.95,12.4,98.21,7.87,96.5,45.53,47.3,43.51,31.19,14.34,73.0,71.0,76.0,38.69,52.36,66.0,81.0
359.0,345.0,373.0,634.0,618.0,652.0,2906.0,2802.0,3017.0,4402.0,4170.0,4646.0,7497.0,7196.0,7815.0,96.3,96.8,95.8,452.0,541.0,358.0,2336.0,2594.0,2063.0,126.0,155.0,96.0,466.0,581.0,344.0,929.0,701.0,1171.0,9370.0,9272.0,9474.0,3.1,74.9,7.1,90.7,12.6,85.1,48.0,47.0,48.0,27.0,21.0,61.0,60.0,62.0,40.0,55.0,54.0,68.0
115.0,141.0,88.0,3266.0,3334.0,3193.0,1550.0,1578.0,1520.0,5132.0,5250.0,5003.0,4370.0,4315.0,4429.0,89.5,90.3,88.6,250.0,307.0,189.0,914.0,817.0,1020.0,296.0,465.0,111.0,640.0,802.0,463.0,1137.0,820.0,1482.0,4382.0,4319.0,4450.0,14.1,79.5,27.3,97.5,13.7,90.7,69.0,66.0,74.0,45.0,25.0,81.0,74.0,90.0,59.0,79.0,71.0,92.0
366.37,365.99,366.75,2140.38,1965.37,2315.86,5666.18,5652.81,5679.59,8526.84,8310.86,8743.41,10356.8,8473.55,12245.2,91.85,92.67,91.28,916.03,981.83,850.05,1293.05,1077.64,1509.05,203.32,231.92,174.64,844.77,967.07,722.14,2018.97,1156.8,2883.5,8837.1,7378.3,10299.89,7.32,85.65,11.45,96.09,12.0,92.86,39.62,38.91,40.44,28.07,11.55,48.0,47.0,49.0,37.2,42.04,47.0,49.0
778.0,794.0,760.0,674.0,755.0,587.0,3079.0,2878.0,3292.0,5135.0,4964.0,5315.0,12612.0,12438.0,12795.0,97.5,97.6,97.4,481.0,656.0,295.0,1454.0,1336.0,1579.0,421.0,578.0,255.0,1134.0,1330.0,927.0,1935.0,1732.0,2149.0,12351.0,12179.0,12534.0,7.5,87.2,11.6,92.1,29.9,91.6,69.0,67.0,70.0,50.0,18.0,87.0,86.0,89.0,58.0,80.0,77.0,97.0
355.0,391.2,316.27,2228.61,2211.32,2247.1,2621.58,2424.07,2832.89,5513.69,5284.16,5759.26,6180.34,5598.98,6802.32,84.9,86.5,83.5,663.07,683.58,641.12,1271.74,1094.55,1461.32,268.92,313.82,220.87,777.68,827.13,724.78,1985.58,1593.82,2404.71,6069.04,5537.36,6637.86,8.2,100.0,15.8,100.0,12.4,100.0,64.74,64.15,65.4,38.17,26.57,92.0,84.0,101.0,51.34,78.14,83.0,102.0
441.64,425.86,459.78,17541.94,16981.09,18186.83,2325.15,2000.12,2698.88,20825.39,19830.13,21969.78,11103.54,10256.5,12077.5,94.7,95.67,93.75,482.37,543.08,412.57,1165.0,913.76,1453.89,269.97,317.59,215.22,1631.32,1843.98,1386.8,2544.47,1093.52,4212.84,13150.72,10189.96,16555.13,18.34,91.67,45.28,97.59,29.48,95.19,44.03,41.39,47.1,31.32,12.71,58.0,51.0,65.0,37.18,50.88,51.0,65.0
1291.54,1355.9,1226.24,2897.43,2826.84,2969.07,13755.56,13179.8,14339.8,18357.77,17740.03,18984.6,5291.27,5115.35,5469.78,93.16,93.77,92.58,571.98,686.87,455.4,878.5,718.39,1040.97,160.72,242.46,77.78,373.23,448.66,296.68,925.79,623.54,1232.49,4224.26,4035.98,4415.32,15.34,88.67,9.42,95.83,15.84,91.06,48.78,46.85,50.67,38.05,10.73,57.0,54.0,60.0,40.89,56.67,50.0,64.0
159.29,150.57,169.44,1963.06,1963.76,1962.25,1683.85,1629.81,1746.83,4070.65,4028.95,4119.22,4941.28,4822.85,5079.26,91.1,91.7,90.5,589.84,636.96,534.94,440.76,353.85,542.02,167.67,190.84,140.66,687.73,673.05,704.84,1297.34,1095.55,1532.47,4252.3,3762.69,4822.78,23.3,97.7,26.2,99.6,23.5,97.0,48.33,47.08,49.88,31.74,16.59,63.0,63.0,64.0,37.71,58.95,55.0,72.0
2149.3,2092.85,2205.37,433.21,463.22,403.42,5201.34,5056.08,5345.62,8236.77,8020.48,8451.59,1940.0,1897.7,1982.01,70.27,73.11,67.56,185.67,226.54,145.09,127.95,118.25,137.58,115.62,129.81,101.53,470.13,588.46,352.6,330.43,273.16,387.32,1541.85,1643.18,1441.2,18.41,95.23,6.49,98.8,21.61,92.83,43.99,40.09,48.23,29.1,14.89,61.0,55.0,67.0,34.92,53.06,54.0,68.0
149.0,160.0,137.0,796.0,774.0,821.0,2343.0,2311.0,2379.0,3632.0,3588.0,3679.0,4409.0,3848.0,5026.0,99.2,99.4,99.0,791.0,815.0,765.0,925.0,803.0,1060.0,103.0,85.0,123.0,970.0,901.0,1046.0,885.0,547.0,1257.0,5022.0,4384.0,5723.0,8.8,89.2,7.4,97.7,12.4,96.2,47.0,42.0,53.0,32.0,15.0,67.0,56.0,79.0,40.0,54.0,59.0,76.0
375.27,382.72,367.39,505.29,509.83,500.49,6297.3,5823.84,6798.54,8164.43,7673.73,8683.94,12465.05,12071.01,12882.22,93.38,93.84,92.92,2051.09,2538.41,1535.16,2925.45,2285.64,3602.83,136.68,139.11,134.1,1708.35,1615.06,1807.11,1966.9,1662.16,2289.53,13008.04,12178.67,13886.1,13.08,88.99,40.74,97.3,37.86,93.05,56.0,52.0,61.0,35.0,21.0,85.0,79.0,90.0,49.0,64.0,77.0,92.0
483.44,460.07,507.27,884.98,802.66,968.91,6975.65,6595.5,7363.25,9499.22,8963.57,10045.38,11540.84,11164.38,11924.69,84.44,85.6,83.34,532.32,704.1,357.16,1291.47,1077.96,1509.16,290.37,363.1,216.22,727.18,930.7,519.67,1020.6,757.87,1288.48,6389.19,6468.68,6308.14,19.71,83.6,25.34,84.25,29.86,85.66,82.0,71.0,94.0,39.0,43.0,139.0,132.0,147.0,66.0,98.0,124.0,153.0
783.0,755.0,810.0,6419.0,6577.0,6269.0,2431.0,2372.0,2488.0,15026.0,14547.0,15484.0,14057.0,12011.0,16013.0,76.8,76.7,76.9,448.0,590.0,311.0,1073.0,778.0,1356.0,524.0,596.0,456.0,1311.0,1327.0,1296.0,1436.0,1229.0,1634.0,8231.0,7510.0,8920.0,6.1,57.6,27.4,99.4,36.3,98.6,47.0,49.0,44.0,23.0,23.0,73.0,75.0,71.0,41.0,52.0,66.0,80.0
256.0,262.0,249.0,2868.0,2994.0,2725.0,2707.0,2737.0,2672.0,5974.0,6139.0,5786.0,3114.0,2812.0,3457.0,94.7,95.7,93.8,1275.0,1345.0,1196.0,1279.0,1002.0,1595.0,170.0,171.0,169.0,572.0,593.0,549.0,536.0,320.0,782.0,5690.0,5196.0,6252.0,16.4,94.7,22.2,98.4,22.2,96.8,52.0,46.0,58.0,34.0,18.0,71.0,64.0,78.0,43.0,60.0,63.0,79.0
746.04,721.68,770.58,1895.75,1843.19,1948.68,18010.4,17742.95,18279.76,20789.07,20438.98,21141.66,4519.51,4290.84,4749.81,85.86,85.86,85.86,440.77,593.1,287.35,529.32,463.56,595.55,243.73,290.27,196.86,161.13,160.9,161.35,986.87,707.84,1267.89,3777.98,3690.9,3865.68,6.92,91.77,14.06,95.1,13.35,92.31,57.25,50.93,63.96,38.31,18.94,68.0,65.0,72.0,47.09,67.4,60.0,76.0
790.0,834.0,743.0,880.0,910.0,848.0,4719.0,4738.0,4698.0,7204.0,7297.0,7107.0,5184.0,4762.0,5629.0,78.7,81.7,76.1,268.0,293.0,242.0,310.0,279.0,343.0,578.0,840.0,302.0,531.0,529.0,533.0,1037.0,845.0,1239.0,6302.0,6205.0,6405.0,16.2,81.5,7.9,84.6,32.4,88.4,52.0,44.0,60.0,30.0,21.0,78.0,71.0,86.0,39.0,64.0,68.0,88.0
106.0,127.0,84.0,947.0,928.0,968.0,1927.0,1894.0,1963.0,7757.0,7764.0,7749.0,6954.0,6538.0,7404.0,86.7,83.6,89.7,827.0,946.0,698.0,1852.0,1471.0,2265.0,179.0,191.0,166.0,585.0,708.0,451.0,903.0,690.0,1133.0,6324.0,6018.0,6654.0,13.5,72.0,13.0,95.6,24.3,95.0,36.0,36.0,37.0,25.0,12.0,47.0,45.0,50.0,28.0,45.0,39.0,55.0
169.61,212.82,119.67,1109.57,1149.81,1063.04,1661.43,1369.58,1998.82,3156.67,2957.02,3387.47,4890.5,4705.16,5104.76,95.73,96.58,94.83,446.89,525.25,356.31,767.27,680.89,867.11,167.84,172.69,162.23,306.51,328.34,281.28,462.34,331.86,613.16,3892.15,3784.01,4017.16,6.28,90.59,8.67,99.33,10.84,98.37,40.84,40.65,41.06,28.82,12.02,59.0,58.0,61.0,34.88,46.79,52.0,67.0
184.0,196.0,171.0,1859.0,1898.0,1819.0,2239.0,2158.0,2322.0,4834.0,4760.0,4911.0,7538.0,7276.0,7807.0,74.1,75.5,72.7,346.0,424.0,266.0,530.0,498.0,562.0,358.0,435.0,278.0,671.0,717.0,624.0,883.0,737.0,1033.0,6510.0,6626.0,6393.0,4.0,84.6,28.7,90.3,14.6,79.3,54.0,55.0,53.0,29.0,25.0,76.0,74.0,79.0,46.0,63.0,69.0,84.0
191.19,179.98,203.21,2144.45,1862.81,2446.54,3291.16,3218.8,3368.78,6346.61,5981.46,6738.28,5140.32,4855.45,5445.86,88.1,88.2,88.0,266.53,277.08,255.2,568.25,444.27,701.23,139.55,150.23,128.09,747.25,791.21,700.1,1177.26,894.57,1480.48,4446.5,4238.74,4669.35,18.9,99.1,20.7,99.3,19.9,99.0,56.45,57.98,54.69,34.51,21.94,76.0,77.0,75.0,48.76,64.14,70.0,82.0
941.93,833.48,1065.6,1614.2,1607.58,1621.76,2863.91,2188.32,3634.37,5579.09,4735.35,6541.31,6416.33,6137.25,6734.6,97.6,98.83,96.33,250.13,276.18,220.42,317.56,273.44,367.86,354.46,390.12,313.79,481.35,553.6,398.95,469.37,403.58,544.39,5000.13,4830.65,5193.4,8.89,95.19,16.94,98.84,12.12,98.69,77.61,75.12,80.43,54.43,23.18,98.0,94.0,102.0,68.88,86.34,89.0,107.0
3602.0,3768.0,3430.0,12433.0,12320.0,12549.0,2671.0,2479.0,2870.0,18922.0,18778.0,19071.0,26267.0,24314.0,28297.0,84.3,85.8,83.1,971.0,1220.0,712.0,3832.0,3265.0,4422.0,331.0,365.0,296.0,700.0,847.0,548.0,3660.0,3133.0,4207.0,22367.0,21062.0,23724.0,28.8,89.5,20.5,88.3,42.4,78.6,52.0,56.0,48.0,36.0,16.0,87.0,91.0,82.0,35.0,69.0,72.0,103.0
1271.02,1201.31,1339.44,238.56,207.93,268.63,8648.71,7983.79,9301.37,11033.44,10182.28,11868.91,3266.52,3119.18,3411.15,91.01,91.91,90.2,451.36,620.09,285.74,740.3,567.18,910.23,53.59,77.46,30.16,155.52,172.37,138.97,183.8,140.13,226.67,3033.91,2923.92,3141.88,12.47,80.19,29.09,84.28,30.04,89.17,53.0,53.0,53.0,41.0,11.0,69.0,69.0,69.0,46.0,60.0,62.0,77.0
2514.0,2643.0,2382.0,8593.0,9020.0,8158.0,9371.0,8942.0,9808.0,21500.0,21620.0,21379.0,10672.0,9923.0,11435.0,85.7,88.3,83.5,240.0,283.0,196.0,805.0,608.0,1006.0,347.0,378.0,315.0,1363.0,1343.0,1384.0,1230.0,1096.0,1367.0,9944.0,8396.0,11523.0,7.3,92.0,31.8,100.0,36.3,95.7,44.0,43.0,46.0,28.0,16.0,77.0,70.0,85.0,38.0,50.0,70.0,83.0
201.36,186.16,218.4,2131.15,2021.47,2254.09,1498.41,1469.0,1531.38,4003.06,3863.81,4159.17,4865.36,5028.85,4682.09,95.3,96.6,93.8,144.77,197.93,85.17,139.63,142.64,136.26,352.54,447.95,245.59,306.69,356.06,251.34,291.42,271.83,313.37,4175.37,4489.06,3823.71,10.1,91.1,25.6,95.9,14.1,93.1,71.67,70.42,72.94,42.56,29.11,98.0,91.0,105.0,61.34,82.0,87.0,108.0
